id,title,description,product_id,slug,api,ilsac,acea,jaso,oem_sertification,recommendations,pds_url,sds_url,created_at,oil_type_id,product_group_id,viscosity_id,image,application,features_benefits
124,Aminol™ Super SPD3 10W-40 CJ-4/SN,"Aminol™ Super SPD3 10W-40 CJ-4/SN is a low-SAPS, high-performance heavy-duty diesel engine oil deveoped for on-road and off-road applications. Its formulation has been precisely crafted, employing a judicious selection of components to ensure optimal wear control, efficient soot management, and dependable oil stability, especially in engines operating under rigorous conditions.",AL/EO-0056,aminoltm-super-spd3-10w-40-cj-4sn,CJ-4/SN,Not available,E-9,Not available,"MB-228.31
Cummins CES 20081
CAT ECF-3
Volvo VDS-4
Mack EO-O PP
Renault RLD-3
DDC 93K218
MAN 3575 
MTU Type-2.1
Deutz DQC III-18 LA",Not available,,,2025-05-24 08:25:00.58+00,,1,8,"","Aminol™ Super SPD3 10W-40 CJ-4/SN is recommended for use in the latest turbocharged or supercharged high-performance diesel engines operating under severe conditions. Well-suited for extended drain intervals, it proves ideal for both on-road and off-road applications.","Ensures superior performance and extends engine life.
Reduces emissions and extends the lifespan of emissions control systems
Provides exceptional wear protection
Effectively manages soot produced during combustion
Ensures reliable oil stability, even under severe operating conditions
Optimizes lubrication properties
Enables extended drain intervals"
68,Aminol™ CircoSynth 460 LX,"Aminol™ CircoSynth 460 LX is an exceptional performance circulating, gear, and bearing oil formulated with synthetic base fluids, enhanced with advanced anti-oxidant, anti-wear, anti-rust, and anti-foam additives. It provides outstanding performance, including energy efficiency, filterability, and long service life, even under extremely heavy-duty conditions.",AL/CO-0020,aminoltm-circosynth-460-lx,Not available,Not available,Not available,Not available,"AGMA 9005-F16
DIN 51517-3
ISO 12925-1 Category CKT",Not available,,,2025-05-24 08:25:00.091+00,,14,,"","Filled-for-life gearboxes, particularly high ratio/low-efficiency worm gears
Remote gearboxes, challenging for oil change-out
Mixer roll bearings and roll neck bearings exposed to high temperatures
Plastic calendars
Severe centrifuge applications, including marine centrifuges","Exceptional thermal and oxidation stability
Superb deposit and varnish control
Effective lubrication at high temperatures
High load-carrying capability
Outstanding resistance to rusting and corrosion
Remarkable seal compatibility"
192,Aminol™ Special Generation SLG8 0W-30 SP/GF-6A,"Aminol™ Special Generation SLG8 0W-30 SP/GF-6A is a premium quality motor oil renowned for its enhanced fuel efficiency and excellent low-temperature properties. Specifically formulated for superior performance and comprehensive protection in all operating conditions, it guards against LSPI (Low-Speed Pre-Ignition) and mitigates timing chain wear.",AL/EO-0008,aminoltm-special-generation-slg8-0w-30-spgf-6a,SP,GF-6A,Not available,Not available,"GM 4718M
GM 6094M
Ford WSSM2C953-A1/B1
Ford WSS-M2C963-A1","MB 229.3 / 229.5
VW 502.00 / 505.00",,,2025-05-24 08:25:01.18+00,,1,3,"","Aminol™ Special Generation SLG8 0W-30 SP/GF-6A is suitable for all types of modern gasoline-powered vehicles, including high-performance turbocharged, supercharged, multi-valve fuel-injected engines found in passenger cars, SUVs, light vans, and light trucks where the manufacturer recommends an API SP, ILSAC GF-6, or earlier specification 10W-30 lubricant.","Superior fuel efficiency
Effortless cold starts at low temperatures.
Elevated viscosity index
Enhanced engine cleanliness.
Remarkable oxidation and thermal stability
Exceptional wear protection"
205,Aminol™ Ultra Dynamic 0W-30  SP/C3,"Aminol™ Ultra Dynamic 0W-30  SP/C3 is a full synthetic engine oil designed to deliver multi-effect protection for engines operating under complex road conditions, offering instant protection amidst fluctuating all-day operational scenarios. It excels in safeguarding against sludge, engine rust, and corrosion, while ensuring optimal viscosity and fluidity across a wide temperature range.",AL/EO-0021,aminoltm-ultra-dynamic-0w-30-spc3,SP,Not available,C3,Not available,"BMW Longlife-04
MB 229.31/229.51
Porsche C30
VW 504.00/507.00","GM dexos 2
Renault RN  0700 / 0710
PSA B71 2390-2014
PSA B71 2312-2017
Fiat 9.55535-DS1 
Fiat 9.55535-GS1",,,2025-05-24 08:25:01.279+00,,1,3,"","Aminol™ Ultra Dynamic 0W-30  SP/C3 is suitable for use in automotive gasoline and diesel engines where the manufacturer recommends an ACEA C3, API SP, or earlier specification 5W-30 lubricant. It is fully compatible with vehicles fitted with Diesel Particulate Filters (DPF), Gasoline Particulate Filters (GPF), Three-Way Catalytic Converter (TWC), and other aftertreatment devices.","Exceptional engine cleanliness
Outstanding wear resistance
Extended engine service life
Seamless engine operation
Optimal stability against aging
Decreases pollutant emissions
Immediate lubrication after a cold start
Lowered fuel consumption"
220,Aminol™ Premium PMG1 20W-50 SL/CF,"Aminol™ Premium PMG1 20W-50 SL/CF is a universal high-performance engine oil with particularly good dirt-suspending and cleaning power. It has been engineered to ensure the greatest lubricating film stability, ideal oil pressure and maximum wear protection even under critical conditions.",AL/EO-0036,aminoltm-premium-pmg1-20w-50-slcf,SL/CF,Not available,Not available,Not available,"MB 229.1
VW 501.01/505.00",Not available,,,2025-05-24 08:25:01.39+00,,1,12,"",Aminol™ Premium PMG1 20W-50 SL/CF is suitable for use in automotive gasoline and diesel vehicles where the manufacturer recommends:  API SL/CF.,"Superior thermal and oxidation stability
Outstanding wear and deposit control
Excellent detergent/dispersant properties
Instant lubrication after cold start
Steadfast oil drain intervals
Favorable viscosity range
Confident corrosion protection"
77,Aminol™ Gear Oil CLP 220,"Aminol™ Gear Oil CLP 220 is a premium quality industrial gear oil with outstanding extreme pressure characteristics, made of carefully selected base stocks and the latest sulfur phosphorus additives. Its special active substance combination offers excellent load carrying capacity and micro-pitting performance providing long component life even under shock loading conditions.",AL/GO-0005,aminoltm-gear-oil-clp-220,Not available,Not available,Not available,Not available,"AIST 224
David Brown S1.53.101(E)
AGMA 9005-E02
DIN51517-3 (CLP)",Not available,,,2025-05-24 08:25:00.147+00,,19,6,"","Aminol™ Gear Oil CLP 220 is recommended for industrial applications operating under heavy duty conditions such as heavy loading, slow speed, shock loads and in wide extremes of temperature. This includes, but is not limited to, enclosed industrial spur, bevel, herringbone, helical and epicyclic gears, chain drives, sprockets and most metal-on-metal systems requiring extreme-pressure lubricant.","Outstanding wear protection 
Exceptional sludge and deposit control
Low tendency to foam
Excellent anti-corrosion properties
High pressure-absorption capability
Extended equipment life
Better compatibility with seal materials"
96,Aminol™ Transmission TN1 80W-90 GL-4,Aminol™ Transmission TN1 80W-90 GL-4 is a universal all-season gear oils crafted with high quality base oils and an advanced additive package to provide excellent long-lasting wear and scoring protection to extend equipment life and reduce downtime and maintenance costs.,AL/TF-0015,aminoltm-transmission-tn1-80w-90-gl-4,GL-4,Not available,Not available,Not available,"MIL-L-2105 D
ZF TE-ML 08/16A/17A/19A",Not available,,,2025-05-24 08:25:00.301+00,,7,23,"","Aminol™ Transmission TN1 80W-90 GL-4 is suitable for manual transmissions, differentials, power takeoff units and final drives found on passenger cars, trucks, and off highway vehicles used in construction, farm, forestry and mining operations.","Superior thermal and oxidation stability 
Improved low temperature protection
Excellent resistance for wear, corrosion and foaming
Better extreme pressure properties"
101,Aminol™ Transmission TN6 75W-90 GL-5,Aminol™ Transmission TN6 75W-90 GL-5  is a supreme performance multigrade gear lubricant formulated with high-qaulity base oils and additives for flawless aggregate functioning even under the most difficult conditions and during large temperature fluctuations. It has been designed to deliver ultimate protection to the modern heavy-duty manual transmissions and axles.,AL/TF-0020,aminoltm-transmission-tn6-75w-90-gl-5,GL-5,Not available,Not available,Not available,"MIL-L 2105 D 
MAN 342  M2
ZF TE-ML 05A/07A/12E/16B/16C/16D/17B/19B/21A",Not available,,,2025-05-24 08:25:00.34+00,,7,24,"","Aminol™ Transmission TN6 75W-90 GL-5  is recommended for use in manual transmissions or gearboxes (synchronized or non-synchronized) as well as in final drives, where an API GL-5 quality oil is prescribed.","Fuel savings and reduced emissions
Exceptional thermal and oxidation stability 
Enhanced frictional properties
Outstanding low temperature fluidity
Excellent resistance for wear, corrosion and foaming
Superior extreme pressure performance"
168,Aminol™ Classic CS7 SAE 60 CF-4/SG,"Aminol™ Classic CS7 SAE 60 CF-4/SG is a premium monograde mineral engine oil designed for robust performance in heavy-load diesel-powered engines, both those equipped with a turbocharger and those without, especially when operating under demanding and challenging conditions.",AL/EO-0078,aminoltm-classic-cs7-sae-60-cf-4sg,CF-4/SG,Not available,Not available,Not available,Not available,"MB-227.0, MIL L-2104 E",,,2025-05-24 08:25:00.945+00,,1,20,"",Aminol™ Classic CS7 SAE 60 CF-4/SG is suitable for use in naturally aspirated and supercharged diesel engines operating under mild duty service conditions.,"Provides excellent oxidation stability and effective deposit control, ensuring consistent engine cleanliness and reliability.
Engineered to minimize wear and extend maintenance intervals.
Formulated to reduce oil consumption, thus managing costs effectively.
Its superior detergency effectively manages piston ring deposits and controls sludge buildup."
244,Aminol™ TP-22S,"Aminol™ TP-22S is a high-quality lubricating oil designed to ensure flawless performance in bearings, auxiliary mechanisms and control systems of high-speed steam and gas turbines, as well as some types of centrifugal and turbo compressors. It has been engineered with a proprietary blend of selected base stocks and a precisely balanced component additive system to deliver improved operational characteristics.",AL/GO-0019,aminoltm-tp-22s,Not available,Not available,Not available,Not available,ISO VG 32,Not available,,,2025-05-24 08:25:01.662+00,,19,,"","Gas, steam, and hydraulic turbines for power generation in high-powered plants.
Gas turbines in combined cycle power plants.
Systems featuring hydroelectric turbines.
Drive systems for gas or steam turbines.","Outstanding oxidative stability
Robust rust and corrosion protection
Elevated viscosity index
Minimal cavitation tendency
Exceptional thermal stability
High demulsification properties"
66,Aminol™ CircoSynth 220 LX,"Aminol™ CircoSynth 220 LX is an exceptional performance circulating, gear, and bearing oil formulated with synthetic base fluids, enhanced with advanced anti-oxidant, anti-wear, anti-rust, and anti-foam additives. It provides outstanding performance, including energy efficiency, filterability, and long service life, even under extremely heavy-duty conditions.",AL/CO-0018,aminoltm-circosynth-220-lx,Not available,Not available,Not available,Not available,"AGMA 9005-F16
DIN 51517-3
ISO 12925-1 Category CKT",Not available,,,2025-05-24 08:25:00.082+00,,14,,"","Filled-for-life gearboxes, particularly high ratio/low-efficiency worm gears
Remote gearboxes, challenging for oil change-out
Mixer roll bearings and roll neck bearings exposed to high temperatures
Plastic calendars
Severe centrifuge applications, including marine centrifuges","Exceptional thermal and oxidation stability
Superb deposit and varnish control
Effective lubrication at high temperatures
High load-carrying capability
Outstanding resistance to rusting and corrosion
Remarkable seal compatibility"
196,Aminol™ MaxPro 0W-30 SP,"Aminol™ MaxPro 0W-30 SP is a universal, high-performance fuel-saving engine oil engineered for the latest gasoline and diesel engine technologies, providing excellent all-round performance. Formulated with carefully selected base stocks and unique additive technology, it delivers exceptional wear protection and engine cleanliness",AL/EO-0012,aminoltm-maxpro-0w-30-sp,SP,Not available,A3/B4,Not available,Not available,"BMW Longlife-01
MB 229.3 / 229.5
VW 502.00 / 505.00
Renault RN 0700/0710",,,2025-05-24 08:25:01.208+00,,1,3,"","Aminol™ MaxPro 0W-30 SP is suitable for use in automotive petrol and diesel vehicles where the manufacturer recommends an ACEA A3/B4, API SP or earlier specification 0W-30 lubricant.","Excellent fluidity at low temperature.
Lower fuel consumption and CO2 emissions.
Outstanding engine cleanliness and durability.
Long drain interval
Reduced power-robbing friction across engine speeds and conditions"
